id,name,height,weight,base_experience,types,abilities,moves,gender_rate,male_pct,female_pct,genderless,capture_rate,is_legendary,is_mythical,generation,good_against_types,weak_to_types,resist_to_types,immune_to_types,sprite_url,evolves_from,evolves_to,can_evolve,evolution_details,encounter_locations,encounter_versions,stat_hp,stat_attack,stat_defense,stat_special-attack,stat_special-defense,stat_speed
432,purugly,10,438,158,normal,"thick-fat,own-tempo,defiant","scratch,cut,headbutt,tackle,body-slam,double-edge,growl,roar,hyper-beam,thunderbolt,thunder,dig,toxic,hypnosis,double-team,swift,dream-eater,flash,fury-swipes,rest,super-fang,slash,substitute,thief,snore,protect,feint-attack,mud-slap,endure,charm,rollout,swagger,fury-cutter,attract,sleep-talk,return,frustration,iron-tail,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,fake-out,torment,facade,taunt,assist,knock-off,snatch,secret-power,hyper-voice,aerial-ace,covet,shock-wave,water-pulse,natural-gift,u-turn,payback,last-resort,sucker-punch,night-slash,giga-impact,nasty-plot,shadow-claw,captivate,hone-claws,foul-play,round,echoed-voice,retaliate,bulldoze,work-up,play-rough,confide,throat-chop,stomping-tantrum",6,25.0,75.0,False,75,False,False,generation-iv,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,glameow,,False,,"sinnoh-route-222-area,sinnoh-route-229-area",pearl,71,82,64,64,59,112
433,chingling,2,6,57,psychic,levitate,"bind,tackle,wrap,double-edge,growl,disable,thunder-wave,toxic,confusion,psychic,hypnosis,double-team,recover,light-screen,reflect,swift,dream-eater,flash,rest,substitute,snore,curse,protect,icy-wind,endure,rollout,swagger,attract,sleep-talk,heal-bell,return,frustration,safeguard,baton-pass,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,uproar,torment,facade,taunt,helping-hand,trick,wish,magic-coat,recycle,yawn,knock-off,skill-swap,snatch,secret-power,hyper-voice,astonish,cosmic-power,signal-beam,extrasensory,calm-mind,shock-wave,gravity,natural-gift,last-resort,energy-ball,zen-headbutt,trick-room,captivate,grass-knot,charge-beam,ominous-wind,psyshock,telekinesis,entrainment,round,echoed-voice,stored-power,ally-switch,confide,dazzling-gleam,tera-blast,psychic-noise",4,50.0,50.0,False,120,False,False,generation-iv,"fighting,poison","bug,dark,ghost","fighting,psychic",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,,chimecho,True,"chimecho por level-up (felicidad mínima 220, en night)","cerulean-cave-1f,cerulean-cave-2f,cerulean-cave-b1f,dark-cave-blackthorn-city-entrance,dark-cave-violet-city-entrance,digletts-cave-area,ice-path-1f,ice-path-b1f,ice-path-b2f,ice-path-b3f,johto-route-47-inside-cave,kalos-route-11-area,kanto-victory-road-1-1f,kanto-victory-road-1-2f,kanto-victory-road-1-3f,lake-acuity-area,lake-valor-area,mt-coronet-1f-from-exterior,mt-coronet-1f-route-207,mt-coronet-1f-route-211,mt-coronet-1f-route-216,mt-coronet-2f,mt-coronet-3f,mt-coronet-4f,mt-coronet-4f-small-room,mt-coronet-5f,mt-coronet-b1f,mt-coronet-exterior-blizzard,mt-coronet-exterior-snowfall,mt-moon-1f,mt-moon-2f,mt-mortar-1f,mt-mortar-b1f,mt-mortar-lower-cave,mt-mortar-upper-cave,mt-silver-1f,mt-silver-1f-top,mt-silver-2f,mt-silver-3f,mt-silver-4f,mt-silver-mountainside,mt-silver-top,reflection-cave-unknown-area-305,reflection-cave-unknown-area-306,reflection-cave-unknown-area-307,reflection-cave-unknown-area-308,rock-tunnel-1f,rock-tunnel-b1f,seafoam-islands-1f,seafoam-islands-b1f,seafoam-islands-b2f,seafoam-islands-b3f,seafoam-islands-b4f,sendoff-spring-area,sinnoh-route-211-east-towards-celestic-town,sinnoh-route-211-west-towards-eterna-city,slowpoke-well-1f,slowpoke-well-b1f,tohjo-falls-area,turnback-cave-before-pillar-1,turnback-cave-between-pillars-1-and-2,turnback-cave-pillar-1,union-cave-1f,union-cave-b1f,union-cave-b2f,whirl-islands-1f,whirl-islands-b1f,whirl-islands-b2f,whirl-islands-b3f","diamond,heartgold,pearl,platinum,soulsilver,x,y",45,30,50,65,50,45
434,stunky,4,192,66,"poison,dark","stench,aftermath,keen-eye","scratch,cut,headbutt,tackle,body-slam,take-down,double-edge,leer,bite,roar,flamethrower,dig,toxic,screech,double-team,smokescreen,haze,focus-energy,smog,fire-blast,swift,poison-gas,explosion,fury-swipes,rest,slash,substitute,thief,snore,protect,scary-face,sludge-bomb,mud-slap,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,pursuit,iron-tail,hidden-power,rain-dance,sunny-day,crunch,shadow-ball,rock-smash,torment,memento,facade,taunt,helping-hand,knock-off,snatch,secret-power,astonish,poison-tail,natural-gift,feint,payback,assurance,punishment,sucker-punch,toxic-spikes,poison-jab,dark-pulse,night-slash,nasty-plot,shadow-claw,defog,gunk-shot,captivate,hone-claws,venoshock,flame-burst,sludge-wave,acid-spray,foul-play,round,hex,incinerate,tail-slap,snarl,belch,play-rough,confide,venom-drench,throat-chop,lash-out,corrosive-gas,tera-blast,trailblaze,temper-flare",4,50.0,50.0,False,225,False,False,generation-iv,"fairy,ghost,grass,psychic","bug,fairy,fighting,ground,psychic","bug,dark,fairy,fighting,ghost,grass,poison",psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,,skuntank,True,skuntank por level-up (nivel 34),"kalos-route-11-area,sinnoh-route-206-area,sinnoh-route-214-area,sinnoh-route-221-area","diamond,x,y",63,63,47,41,41,74
435,skuntank,10,380,168,"poison,dark","stench,aftermath,keen-eye","scratch,cut,headbutt,tackle,body-slam,take-down,double-edge,bite,roar,flamethrower,hyper-beam,strength,fire-spin,dig,toxic,screech,double-team,smokescreen,haze,focus-energy,fire-blast,swift,poison-gas,explosion,fury-swipes,rest,super-fang,slash,substitute,thief,snore,protect,scary-face,sludge-bomb,mud-slap,endure,swagger,fury-cutter,attract,sleep-talk,return,frustration,iron-tail,hidden-power,rain-dance,sunny-day,crunch,shadow-ball,rock-smash,torment,memento,facade,taunt,helping-hand,knock-off,endeavor,snatch,secret-power,poison-tail,natural-gift,feint,payback,assurance,sucker-punch,toxic-spikes,poison-jab,dark-pulse,night-slash,giga-impact,nasty-plot,shadow-claw,defog,gunk-shot,captivate,hone-claws,venoshock,sludge-wave,acid-spray,foul-play,round,hex,incinerate,tail-slap,snarl,belch,play-rough,confide,venom-drench,throat-chop,burning-jealousy,lash-out,corrosive-gas,tera-blast,trailblaze,temper-flare",4,50.0,50.0,False,60,False,False,generation-iv,"fairy,ghost,grass,psychic","bug,fairy,fighting,ground,psychic","bug,dark,fairy,fighting,ghost,grass,poison",psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,stunky,,False,,"sinnoh-route-221-area,sinnoh-route-225-area",diamond,103,93,67,71,61,84
436,bronzor,5,605,60,"steel,psychic","levitate,heatproof,heavy-metal","tackle,body-slam,take-down,solar-beam,earthquake,toxic,confusion,psychic,hypnosis,double-team,confuse-ray,light-screen,reflect,dream-eater,flash,psywave,rest,rock-slide,substitute,snore,protect,feint-attack,sandstorm,endure,rollout,swagger,sleep-talk,return,frustration,safeguard,hidden-power,rain-dance,sunny-day,psych-up,ancient-power,shadow-ball,future-sight,facade,helping-hand,trick,recycle,skill-swap,imprison,secret-power,rock-tomb,metal-sound,signal-beam,extrasensory,iron-defense,calm-mind,rock-blast,gravity,gyro-ball,natural-gift,payback,heal-block,power-swap,guard-swap,rock-polish,power-gem,zen-headbutt,flash-cannon,trick-room,iron-head,stealth-rock,grass-knot,charge-beam,wonder-room,psyshock,telekinesis,heavy-slam,round,stored-power,ally-switch,hex,bulldoze,confide,psychic-terrain,speed-swap,stomping-tantrum,steel-beam,expanding-force,steel-roller,tera-blast,ice-spinner",-1,,,True,255,False,False,generation-iv,"fairy,fighting,ice,poison,rock","bug,dark,fighting,fire,ghost,ground","bug,dragon,fairy,fighting,flying,grass,ice,normal,psychic,rock,steel",poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,,bronzong,True,bronzong por level-up (nivel 33),"abundant-shrine-area,cerulean-cave-1f,cerulean-cave-2f,cerulean-cave-b1f,dark-cave-blackthorn-city-entrance,dark-cave-violet-city-entrance,digletts-cave-area,ice-path-1f,ice-path-b1f,ice-path-b2f,ice-path-b3f,johto-route-47-inside-cave,kanto-victory-road-1-1f,kanto-victory-road-1-2f,kanto-victory-road-1-3f,mt-coronet-1f-route-207,mt-coronet-1f-route-211,mt-coronet-1f-route-216,mt-coronet-2f,mt-coronet-3f,mt-coronet-b1f,mt-moon-1f,mt-moon-2f,mt-mortar-1f,mt-mortar-b1f,mt-mortar-lower-cave,mt-mortar-upper-cave,mt-silver-1f,mt-silver-1f-top,mt-silver-2f,mt-silver-3f,mt-silver-4f,mt-silver-mountainside,mt-silver-top,rock-tunnel-1f,rock-tunnel-b1f,seafoam-islands-1f,seafoam-islands-b1f,seafoam-islands-b2f,seafoam-islands-b3f,seafoam-islands-b4f,sinnoh-route-206-area,sinnoh-route-211-east-towards-celestic-town,sinnoh-route-211-west-towards-eterna-city,slowpoke-well-1f,slowpoke-well-b1f,tohjo-falls-area,turnback-cave-after-pillar-3,turnback-cave-before-pillar-1,turnback-cave-between-pillars-1-and-2,turnback-cave-between-pillars-2-and-3,turnback-cave-pillar-1,turnback-cave-pillar-2,turnback-cave-pillar-3,union-cave-1f,union-cave-b1f,union-cave-b2f,wayward-cave-1f,wayward-cave-b1f,whirl-islands-1f,whirl-islands-b1f,whirl-islands-b2f,whirl-islands-b3f","black-2,diamond,heartgold,pearl,platinum,soulsilver,white-2",57,24,86,24,86,23
437,bronzong,13,1870,175,"steel,psychic","levitate,heatproof,heavy-metal","tackle,body-slam,take-down,psybeam,hyper-beam,strength,solar-beam,earthquake,toxic,confusion,psychic,hypnosis,night-shade,double-team,confuse-ray,light-screen,reflect,dream-eater,flash,psywave,explosion,rest,rock-slide,substitute,snore,protect,feint-attack,sandstorm,endure,rollout,swagger,sleep-talk,return,frustration,safeguard,hidden-power,rain-dance,sunny-day,psych-up,ancient-power,shadow-ball,future-sight,rock-smash,facade,helping-hand,trick,recycle,skill-swap,imprison,secret-power,weather-ball,rock-tomb,metal-sound,signal-beam,extrasensory,iron-defense,block,calm-mind,rock-blast,gravity,gyro-ball,natural-gift,payback,heal-block,power-swap,guard-swap,rock-polish,power-gem,giga-impact,zen-headbutt,flash-cannon,trick-room,iron-head,stealth-rock,grass-knot,charge-beam,wonder-room,psyshock,telekinesis,heavy-slam,round,stored-power,ally-switch,hex,bulldoze,confide,psychic-terrain,speed-swap,stomping-tantrum,body-press,steel-beam,expanding-force,steel-roller,meteor-beam,tera-blast,ice-spinner,hard-press,psychic-noise",-1,,,True,90,False,False,generation-iv,"fairy,fighting,ice,poison,rock","bug,dark,fighting,fire,ghost,ground","bug,dragon,fairy,fighting,flying,grass,ice,normal,psychic,rock,steel",poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,bronzor,,False,,"abundant-shrine-area,mt-coronet-1f-from-exterior,mt-coronet-2f,mt-coronet-3f,mt-coronet-4f,mt-coronet-4f-small-room,mt-coronet-5f,mt-coronet-6f,mt-coronet-exterior-blizzard,mt-coronet-exterior-snowfall,turnback-cave-after-pillar-3,turnback-cave-before-pillar-1,turnback-cave-between-pillars-1-and-2,turnback-cave-between-pillars-2-and-3,turnback-cave-pillar-1,turnback-cave-pillar-2,turnback-cave-pillar-3","black,black-2,diamond,pearl,platinum,white,white-2",67,89,116,79,116,33
438,bonsly,5,150,58,rock,"sturdy,rock-head,rattled","slam,headbutt,tackle,body-slam,take-down,double-edge,low-kick,counter,rock-throw,earthquake,dig,toxic,mimic,double-team,harden,defense-curl,self-destruct,explosion,rest,rock-slide,substitute,thief,snore,curse,flail,protect,feint-attack,mud-slap,spikes,sandstorm,endure,rollout,swagger,attract,sleep-talk,return,frustration,hidden-power,sunny-day,psych-up,uproar,facade,nature-power,helping-hand,role-play,brick-break,secret-power,fake-tears,rock-tomb,sand-tomb,iron-defense,block,mud-shot,covet,calm-mind,rock-blast,natural-gift,copycat,sucker-punch,rock-polish,power-gem,earth-power,stone-edge,captivate,stealth-rock,grass-knot,head-smash,smack-down,foul-play,after-you,round,bulldoze,confide,stomping-tantrum,tearful-look,tera-blast,trailblaze",4,50.0,50.0,False,255,False,False,generation-iv,"bug,fire,flying,ice","fighting,grass,ground,steel,water","fire,flying,normal,poison",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,,sudowoodo,True,sudowoodo por level-up (con el movimiento mimic),"alola-route-1-south,lush-jungle-north,lush-jungle-south,lush-jungle-west,sinnoh-route-209-area,sinnoh-route-210-south-towards-solaceon-town","moon,pearl,sun,ultra-moon,ultra-sun",50,80,95,10,45,10
439,mime-jr,6,130,62,"psychic,fairy","soundproof,filter,technician","pound,double-slap,headbutt,psybeam,solar-beam,thunderbolt,thunder-wave,thunder,toxic,confusion,psychic,hypnosis,meditate,mimic,double-team,confuse-ray,barrier,light-screen,reflect,dream-eater,flash,rest,substitute,thief,snore,protect,mud-slap,icy-wind,endure,charm,swagger,attract,sleep-talk,return,frustration,safeguard,baton-pass,encore,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,future-sight,fake-out,uproar,torment,facade,focus-punch,taunt,helping-hand,trick,role-play,magic-coat,recycle,brick-break,skill-swap,snatch,secret-power,teeter-dance,tickle,signal-beam,iron-defense,covet,calm-mind,shock-wave,wake-up-slap,healing-wish,natural-gift,fling,copycat,sucker-punch,drain-punch,nasty-plot,zen-headbutt,trick-room,captivate,grass-knot,charge-beam,power-split,wonder-room,psyshock,telekinesis,magic-room,round,stored-power,ally-switch,misty-terrain,confide,dazzling-gleam,infestation,psychic-terrain",4,50.0,50.0,False,145,False,False,generation-iv,"dark,dragon,fighting,poison","bug,dark,ghost,poison,steel","bug,dark,fighting,psychic",dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,,mr-mime,True,mr-mime por level-up (con el movimiento mimic),"hauoli-city-shopping-district,sinnoh-route-209-area,sinnoh-route-210-south-towards-solaceon-town","diamond,ultra-moon,ultra-sun",20,25,45,70,90,60
440,happiny,6,244,110,normal,"natural-cure,serene-grace,friend-guard","pound,headbutt,tackle,take-down,double-edge,flamethrower,counter,seismic-toss,solar-beam,thunder-wave,toxic,psychic,double-team,minimize,defense-curl,light-screen,metronome,fire-blast,soft-boiled,dream-eater,flash,rest,substitute,snore,protect,sweet-kiss,mud-slap,icy-wind,endure,charm,rollout,swagger,attract,sleep-talk,heal-bell,return,present,frustration,safeguard,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,uproar,hail,facade,helping-hand,recycle,endeavor,refresh,secret-power,hyper-voice,aromatherapy,covet,calm-mind,shock-wave,water-pulse,gravity,natural-gift,fling,copycat,last-resort,drain-punch,mud-bomb,zen-headbutt,captivate,grass-knot,round,echoed-voice,stored-power,incinerate,work-up,disarming-voice,draining-kiss,fairy-wind,confide,baby-doll-eyes,tera-blast,snowscape",8,0.0,100.0,False,130,False,False,generation-iv,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,,chansey,True,"chansey por level-up (llevando oval-stone, en day)","alola-route-1-east,alola-route-1-south,alola-route-1-west,alola-route-4-area,alola-route-6-north,alola-route-6-south,blush-mountain-area,hauoli-city-shopping-district,hearthome-city-west-gate,lush-jungle-north,lush-jungle-south,lush-jungle-west,malie-city-main,mount-hokulani-east,mount-hokulani-west,nacrene-city-west-gate,poni-grove-area,seaward-cave-area,wela-volcano-park-area","black-2,diamond,moon,pearl,sun,ultra-moon,ultra-sun,white-2",100,5,5,15,65,30
441,chatot,5,19,144,"normal,flying","keen-eye,tangled-feet,big-pecks","gust,fly,fury-attack,growl,sing,supersonic,peck,toxic,agility,night-shade,mimic,double-team,mirror-move,swift,sky-attack,rest,substitute,thief,snore,protect,mud-slap,endure,swagger,steel-wing,attract,sleep-talk,return,frustration,encore,hidden-power,twister,rain-dance,sunny-day,uproar,heat-wave,torment,facade,taunt,role-play,secret-power,feather-dance,hyper-voice,air-cutter,aerial-ace,roost,natural-gift,pluck,tailwind,u-turn,air-slash,nasty-plot,defog,captivate,chatter,ominous-wind,synchronoise,round,echoed-voice,work-up,hurricane,parting-shot,play-rough,boomburst,confide",4,50.0,50.0,False,30,False,False,generation-iv,"bug,fighting,grass","electric,fighting,ice,rock","bug,fighting,grass","ghost,ground",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,,,False,,"azure-bay-area,bell-tower-10f,bell-tower-2f,bell-tower-3f,bell-tower-4f,bell-tower-5f,bell-tower-6f,bell-tower-7f,bell-tower-8f,bell-tower-9f,burned-tower-1f,burned-tower-b1f,kalos-route-12-area,sinnoh-route-213-area,sinnoh-route-218-area,sinnoh-route-222-area,sinnoh-route-224-area,sprout-tower-2f,sprout-tower-3f","diamond,heartgold,pearl,platinum,soulsilver,x,y",76,65,45,92,42,91
442,spiritomb,10,1080,170,"ghost,dark","pressure,infiltrator","body-slam,disable,psybeam,hyper-beam,toxic,psychic,hypnosis,night-shade,double-team,smokescreen,confuse-ray,dream-eater,flash,rest,substitute,thief,nightmare,snore,curse,spite,protect,scary-face,feint-attack,destiny-bond,icy-wind,endure,swagger,attract,sleep-talk,return,frustration,pain-split,pursuit,hidden-power,rain-dance,sunny-day,psych-up,shadow-ball,uproar,torment,will-o-wisp,memento,facade,taunt,helping-hand,trick,skill-swap,imprison,grudge,snatch,secret-power,rock-tomb,silver-wind,extrasensory,calm-mind,shock-wave,water-pulse,natural-gift,payback,embargo,sucker-punch,dark-pulse,giga-impact,nasty-plot,shadow-sneak,trick-room,captivate,ominous-wind,wonder-room,psyshock,telekinesis,foul-play,round,stored-power,ally-switch,hex,quash,retaliate,snarl,phantom-force,confide,infestation,burning-jealousy,lash-out,poltergeist,tera-blast",4,50.0,50.0,False,100,False,False,generation-iv,"ghost,psychic","bug,dark,fairy,fighting,ghost","bug,dark,ghost,poison","fighting,normal,psychic",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,,,False,,"sea-mauville-inside,sinnoh-route-209-area","alpha-sapphire,diamond,omega-ruby,pearl,platinum",50,92,108,92,108,35
443,gible,7,205,60,"dragon,ground","sand-veil,rough-skin","swords-dance,cut,sand-attack,headbutt,tackle,body-slam,take-down,thrash,double-edge,bite,roar,flamethrower,strength,dragon-rage,earthquake,dig,toxic,double-team,fire-blast,swift,rest,rock-slide,slash,substitute,snore,protect,scary-face,mud-slap,outrage,sandstorm,endure,false-swipe,swagger,fury-cutter,attract,sleep-talk,return,frustration,dragon-breath,iron-tail,metal-claw,hidden-power,twister,rain-dance,sunny-day,rock-smash,facade,helping-hand,secret-power,rock-tomb,sand-tomb,aerial-ace,dragon-claw,mud-shot,natural-gift,dragon-pulse,dragon-rush,earth-power,shadow-claw,thunder-fang,fire-fang,rock-climb,draco-meteor,iron-head,stone-edge,captivate,stealth-rock,hone-claws,round,incinerate,bulldoze,dragon-tail,confide,scale-shot,scorching-sands,tera-blast,dragon-cheer",4,50.0,50.0,False,45,False,False,generation-iv,"dragon,electric,fire,poison,rock,steel","dragon,fairy,grass,ice,water","electric,fire,grass,poison,rock,water",electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,,gabite,True,gabite por level-up (nivel 24),"floccesy-town-area,kalos-route-13-area,wayward-cave-b1f","black-2,diamond,pearl,platinum,x,y",58,70,45,40,45,42
